no,id,title,Category,title_seg,title_clean
Post58889,124521000000.0,不敢生二胎，一个都快活不下去了！,0,不敢 生二胎 ， 一个 都 快 活不下去 了 ！,生二胎 活不下去
Post58914,124525000000.0,楼主辽宁哪的，我也是辽宁的，感觉辽宁的医院相当不专业，我孩子看了两个医院，找了3个大夫都说不是闭，我没信，找机构开始干预，在机构遇到一个4岁孩子的宝爸，说他家孩子就是在本地给排除了，然后耽误了，去北京确诊的，我后来也去的北京，给的asd倾向！,0,楼主 辽宁 哪 的 ， 我 也 是 辽宁 的 ， 感觉 辽宁 的 医院 相当 不 专业 ， 我 孩子 看 了 两个 医院 ， 找 了 3 个 大夫 都 说 不是 闭 ， 我 没信 ， 找 机构 开始 干预 ， 在 机构 遇到 一个 4 岁 孩子 的 宝爸 ， 说 他家 孩子 就是 在 本地 给 排除 了 ， 然后 耽误 了 ， 去 北京 确诊 的 ， 我 后来 也 去 的 北京 ， 给 的 asd 倾向 ！,楼主 辽宁 辽宁 感觉 辽宁 医院 专业 孩子 两个 医院 找 大夫 说 闭 没信 找 机构 干预 机构 岁 孩子 宝爸 说 他家 孩子 排除 耽误 北京 确诊 北京 倾向
Post58926,124527000000.0,"孩子为什么不开口说话?反思我之前错误的育养方式，我总结出：1，“过度保护”，什么都不让孩子碰，怕有危险，怕不干净有细菌，怕孩子霍霍的乱七八糟自己还要收拾等等，造成了孩子早期的视觉触觉没得到充分的锻炼。2，“对孩子的语言输出不够”，平时一个人带孩子，又很少带孩子出去，家里的多东西都没有刻意的教过孩子是什么?干什么用的? 孩子不是神童，你不去教，不让孩子自己尝试，孩子永远什么都不会。3，早期电子产品，动画片让孩子看多了，看书会让大脑不断的开发锻炼，看动画片则不行，这就是为什么很多孩子不能假想游戏的原因，所以这个电子产品对孩子的危害真的太大了。

孩子没有那么娇气，什么都让孩子亲自动手去做，才能让孩子的感知得到有效的锻炼，",3,"孩子 为什么 不 开口 说话 ? 反思 我 之前 错误 的 育养 方式 ， 我 总结 出 ： 1 ， “ 过度 保护 ” ， 什么 都 不让 孩子 碰 ， 怕 有 危险 ， 怕 不 干净 有 细菌 ， 怕 孩子 霍霍 的 乱七八糟 自己 还要 收拾 等等 ， 造成 了 孩子 早期 的 视觉 触觉 没 得到 充分 的 锻炼 。 2 ， “ 对 孩子 的 语言 输出 不够 ” ， 平时 一个 人带 孩子 ， 又 很少 带 孩子 出去 ， 家里 的 多 东西 都 没有 刻意 的 教过 孩子 是 什么 ? 干什么 用 的 ?   孩子 不是 神童 ， 你 不 去 教 ， 不让 孩子 自己 尝试 ， 孩子 永远 什么 都 不会 。 3 ， 早期 电子产品 ， 动画片 让 孩子 看多 了 ， 看书 会 让 大脑 不断 的 开发 锻炼 ， 看 动画片 则 不行 ， 这 就是 为什么 很多 孩子 不能 假想 游戏 的 原因 ， 所以 这个 电子产品 对 孩子 的 危害 真的 太大 了 。   
   
 孩子 没有 那么 娇气 ， 什么 都 让 孩子 亲自动手 去 做 ， 才能 让 孩子 的 感知 得到 有效 的 锻炼 ，",孩子 开口 说话 反思 错误 育养 方式 过度 保护 不让 孩子 碰 危险 干净 细菌 孩子 霍霍 乱七八糟 收拾 孩子 早期 视觉 触觉 锻炼 孩子 语言 输出 平时 人带 孩子 孩子 家里 东西 刻意 教过 孩子 孩子 神童 教 不让 孩子 尝试 孩子 永远 早期 电子产品 动画片 孩子 看多 看书 大脑 开发 锻炼 动画片 不行 孩子 假想 游戏 原因 电子产品 孩子 危害 真的 太大 孩子 娇气 孩子 亲自动手 做 孩子 感知 锻炼
Post58979,124532000000.0,济南安安,1,济南 安安,济南 安安
Post58987,124533000000.0,"老师做了什么
对于儿童的哭闹发脾气，我们一定是静下心来耐心引导，儿童课中配合度不高，通过与妈妈沟通交流了解到孩子喜欢玩身体互动游戏，我就用炒萝卜的身体游戏给儿童建立强化物，辅助儿童完成一个课题就给他玩炒萝卜的身体游戏。一周后孩子能明白配合老师上课可以得到相应的奖励，慢慢的愿意配合老师上课。我相信我们的爱心。耐心，责任心与坚持之心一定能融化儿童心里的那一片障碍，每一位儿童都是成长中的花朵，只要用心呵护，就一定能够绽放。",0,"老师 做 了 什么   
 对于 儿童 的 哭闹 发脾气 ， 我们 一定 是 静下心来 耐心 引导 ， 儿童 课中 配合 度不高 ， 通过 与 妈妈 沟通交流 了解 到 孩子 喜欢 玩 身体 互动 游戏 ， 我 就 用 炒 萝卜 的 身体 游戏 给 儿童 建立 强化 物 ， 辅助 儿童 完成 一个 课题 就 给 他 玩 炒 萝卜 的 身体 游戏 。 一周 后 孩子 能 明白 配合 老师上课 可以 得到 相应 的 奖励 ， 慢慢 的 愿意 配合 老师上课 。 我 相信 我们 的 爱心 。 耐心 ， 责任心 与 坚持 之心 一定 能 融化 儿童 心里 的 那 一片 障碍 ， 每 一位 儿童 都 是 成长 中 的 花朵 ， 只要 用心 呵护 ， 就 一定 能够 绽放 。",老师 做 儿童 哭闹 发脾气 静下心来 耐心 引导 儿童 课中 配合 度不高 妈妈 沟通交流 孩子 喜欢 玩 身体 互动 游戏 炒 萝卜 身体 游戏 儿童 建立 强化 物 辅助 儿童 课题 玩 炒 萝卜 身体 游戏 一周 孩子 明白 配合 老师上课 奖励 慢慢 配合 老师上课 爱心 耐心 责任心 之心 融化 儿童 障碍 一位 儿童 成长 中 花朵 用心 呵护 绽放
Post58996,124535000000.0,宿迁哪里的,0,宿迁 哪里 的,宿迁
Post59010,124537000000.0,楼主不要自己吓唬自己，从你说的判断很正常，不要给自己孩子乱贴标签，这么小的小孩都是这情况,0,楼主 不要 自己 吓唬 自己 ， 从 你 说 的 判断 很 正常 ， 不要 给 自己 孩子 乱 贴标签 ， 这么 小 的 小孩 都 是 这 情况,楼主 吓唬 说 判断 孩子 乱 贴标签 小孩 情况
Post59072,124545000000.0,最近非常喜欢看托马斯动画片，现在我不再像以前那样完全限制他一点都不给看电视了，现在每天会给他看一会。有时候外出的时候，等飞机的时候，会在机场用手里给他看一会，次数多了，孩子会准确的找到我手机爱奇艺的图标，告诉我，这里面有托马斯[惊哭],0,最近 非常 喜欢 看 托马斯 动画片 ， 现在 我 不再 像 以前 那样 完全 限制 他 一点 都 不 给 看电视 了 ， 现在 每天 会 给 他 看 一会 。 有时候 外出 的 时候 ， 等 飞机 的 时候 ， 会 在 机场 用 手里 给 他 看 一会 ， 次数 多 了 ， 孩子 会 准确 的 找到 我 手机 爱奇艺 的 图标 ， 告诉 我 ， 这 里面 有 托马斯 [ 惊哭 ],喜欢 托马斯 动画片 一点 看电视 一会 有时候 外出 飞机 机场 手里 一会 次数 孩子 准确 找到 手机 爱奇艺 图标 告诉 托马斯 惊哭
Post59075,124546000000.0,有重庆的自闭患儿家长群吗？麻烦推荐入群，才得知宝宝患这个病，完全不知道该怎么办，儿童医院号也挂不上，也不懂在家怎么干预，怎么筛选靠谱的干预机构，孩子一天天在长大，心里太着急了。麻烦好心家长给推荐一下，谢谢！,0,有 重庆 的 自闭 患儿 家长 群 吗 ？ 麻烦 推荐 入群 ， 才 得知 宝宝 患 这个 病 ， 完全 不 知道 该 怎么办 ， 儿童医院 号 也 挂不上 ， 也 不 懂 在家 怎么 干预 ， 怎么 筛选 靠 谱 的 干预 机构 ， 孩子 一天天 在 长大 ， 心里 太 着急 了 。 麻烦 好心 家长 给 推荐 一下 ， 谢谢 ！,重庆 自闭 患儿 家长 群 麻烦 推荐 入群 得知 宝宝 患 病 儿童医院 号 挂不上 懂 在家 干预 筛选 谱 干预 机构 孩子 一天天 长大 太 着急 麻烦 好心 家长 推荐 谢谢
Post59138,124553000000.0,我是特教老师，全国19所学校，需要帮助联系我,1,我 是 特教 老师 ， 全国 19 所 学校 ， 需要 帮助 联系 我,特教 老师 全国 学校
Post59141,124553000000.0,机构不会收这么小的孩子的，如果确实是，可以去武汉上prt课程，收一岁多的宝宝。另外可以去广深上早期丹佛课程。不过我感觉专门去上小宝宝课程不划算，自己看一下黄皮丹佛，会很有帮助。,1,机构 不会 收 这么 小 的 孩子 的 ， 如果 确实 是 ， 可以 去 武汉 上 prt 课程 ， 收 一岁 多 的 宝宝 。 另外 可以 去 广深 上 早期 丹佛 课程 。 不过 我 感觉 专门 去 上 小宝宝 课程 不划算 ， 自己 看 一下 黄皮 丹佛 ， 会 很 有 帮助 。,机构 收 孩子 确实 武汉 课程 收 一岁 宝宝 广深 早期 丹佛 课程 感觉 小宝宝 课程 不划算 黄皮 丹佛
Post59156,124553000000.0,有时候觉得不是交的，时间到了孩子本身在进步！,0,有时候 觉得 不是 交 的 ， 时间 到 了 孩子 本身 在 进步 ！,有时候 交 时间 孩子
Post59187,124558000000.0,两岁还是做感统更来得实际。毕竟小，带耳塞比较难搞吧,0,两岁 还是 做 感统 更 来得 实际 。 毕竟 小 ， 带 耳塞 比较 难搞 吧,两岁 做 感统 来得 耳塞 难搞
Post59191,124558000000.0,你好！我家孩子两岁一个月，不太会说话，到现在也是叫名不理人，但他又知道我在叫他，比如他站在远处无论我怎么叫他都不理，相反我叫烦了不理他了，他自己又回来了。很爱笑，也会指物，有时候会随着我的手指看我指的东西。平时不跟小朋友玩，但去玩滑滑梯或者海洋球这些他又喜欢跟他们一起，并不排斥他们。目前爸爸妈妈都不会叫，但曾经叫过一段时间的妈妈，会唱爸爸爸爸好爸爸这么一句歌，但就是不叫爸爸。会跟妈妈互动，有啥好玩的会拉着妈妈一起，会用身体指示我怎么做。就是眼神不太喜欢看别人，跟我也是如此，发现他多次在外找妈妈，大多都是听声音或者看下半身，有时候拉着别人发现不对才会看人家一眼，一看不是妈妈立马松手继续找。感觉他认知能力很差，好动。会不会也有自闭啊[泪],0,你好 ！ 我家 孩子 两岁 一个月 ， 不太会 说话 ， 到 现在 也 是 叫 名 不理 人 ， 但 他 又 知道 我 在 叫 他 ， 比如 他 站 在 远处 无论 我 怎么 叫 他 都 不理 ， 相反 我 叫 烦 了 不理 他 了 ， 他 自己 又 回来 了 。 很爱笑 ， 也 会 指物 ， 有时候 会 随着 我 的 手指 看 我 指 的 东西 。 平时 不 跟 小朋友 玩 ， 但 去 玩 滑 滑梯 或者 海洋 球 这些 他 又 喜欢 跟 他们 一起 ， 并 不 排斥 他们 。 目前 爸爸妈妈 都 不会 叫 ， 但 曾经 叫 过 一段时间 的 妈妈 ， 会 唱 爸爸 爸爸 好 爸爸 这么 一句 歌 ， 但 就是 不 叫 爸爸 。 会 跟 妈妈 互动 ， 有 啥 好玩 的 会拉着 妈妈 一起 ， 会 用 身体 指示 我 怎么 做 。 就是 眼神 不太 喜欢 看 别人 ， 跟 我 也 是 如此 ， 发现 他 多次 在外 找 妈妈 ， 大多 都 是 听 声音 或者 看 下半身 ， 有时候 拉着 别人 发现 不 对 才 会 看 人家 一眼 ， 一看 不是 妈妈 立马 松手 继续 找 。 感觉 他 认知 能力 很差 ， 好动 。 会 不会 也 有 自闭 啊 [ 泪 ],你好 我家 孩子 两岁 一个月 不太会 说话 名 不理 站 远处 不理 烦 不理 回来 很爱笑 指物 有时候 手指 指 东西 平时 小朋友 玩 玩 滑 滑梯 海洋 球 喜欢 排斥 爸爸妈妈 一段时间 妈妈 唱 爸爸 爸爸 爸爸 一句 歌 爸爸 妈妈 互动 好玩 会拉着 妈妈 身体 指示 做 眼神 不太 喜欢 发现 在外 找 妈妈 听 声音 下半身 有时候 拉着 发现 一眼 一看 妈妈 松手 找 感觉 认知 能力 很差 好动 自闭 泪
Post59292,124568000000.0,南脑,0,南脑,南脑
Post59302,124569000000.0,好文章,0,好 文章,文章
Post59321,124571000000.0,这几天上班了，坐公交的时候遇见一个妈妈带着一个4到5岁的孩子。那孩子从上公交嘴里就一直在发出奇怪的声音，偶尔手乱挥，咬手上的玩具。当时心里咯噔一下，我知道那孩子怎么回事。看了心里难受的很，想起儿子2岁那会，自己的无助又绝望，好像所有当时的情绪都上来了，眼睛也红了。真希望所有的孩子都健康可爱，为什么会有自闭症这种病？心里难受....,0,这 几天 上班 了 ， 坐 公交 的 时候 遇见 一个 妈妈 带 着 一个 4 到 5 岁 的 孩子 。 那 孩子 从 上 公交 嘴里 就 一直 在 发出 奇怪 的 声音 ， 偶尔 手乱挥 ， 咬 手上 的 玩具 。 当时 心里 咯噔 一下 ， 我 知道 那 孩子 怎么回事 。 看 了 心里 难受 的 很 ， 想起 儿子 2 岁 那会 ， 自己 的 无助 又 绝望 ， 好像 所有 当时 的 情绪 都 上来 了 ， 眼睛 也 红 了 。 真 希望 所有 的 孩子 都 健康 可爱 ， 为什么 会 有 自闭症 这种 病 ？ 心里 难受 ....,几天 上班 坐 公交 遇见 妈妈 岁 孩子 孩子 公交 嘴里 发出 奇怪 声音 手乱挥 咬 手上 玩具 咯噔 孩子 怎么回事 难受 想起 儿子 岁 那会 无助 绝望 好像 情绪 眼睛 红 真 希望 孩子 健康 可爱 自闭症 病 难受
Post59395,124582000000.0,麻烦拉下，微信yanjing206，谢谢,0,麻烦 拉 下 ， 微信 yanjing206 ， 谢谢,麻烦 拉 微信 谢谢
Post59475,124595000000.0,（3周1个月）淼淼开始有小心机了。晚上对我说，妈妈，不要喜欢姐姐，喜欢淼淼。又说，妈妈不要陪姐姐，陪淼淼。已经把姐姐当成了假想敌。,0,（ 3 周 1 个 月 ） 淼 淼 开始 有 小心 机了 。 晚上 对 我 说 ， 妈妈 ， 不要 喜欢 姐姐 ， 喜欢 淼 淼 。 又 说 ， 妈妈 不要 陪 姐姐 ， 陪淼淼 。 已经 把 姐姐 当成 了 假想敌 。,周 月 淼 淼 小心 机了 晚上 说 妈妈 喜欢 姐姐 喜欢 淼 淼 说 妈妈 陪 姐姐 陪淼淼 姐姐 当成 假想敌
Post59502,124599000000.0,晕，你家不是查出来是脑发育不良吗，和自闭症又没关系，自闭症脑发育是正常的，只是大脑收不到信息,0,晕 ， 你家 不是 查出来 是 脑 发育不良 吗 ， 和 自闭症 又 没关系 ， 自闭症 脑 发育 是 正常 的 ， 只是 大脑 收不到 信息,晕 你家 查出来 脑 发育不良 自闭症 没关系 自闭症 脑 发育 大脑 收不到 信息
Post59522,124601000000.0,"两岁五个月零2天
宝贝慢慢长大 很多时候我都很害怕 原来是盼望着他快快长大 现在多希望时间能慢点 怕长大有太多不可预料的事情发生 没有办法啊。还是只能一味向前冲
最近主动语言太多了 我甚至都一一记不下来 例如看见我和他爸爸的照片在亲亲会说 ‘爸爸亲亲妈妈’ 使点小口什么的更平常不过了。说去找某某某玩 他能马上说出‘哥哥’确实是他哥哥的名字
如今最大问题依旧是理解还有情绪问题 不满足就爱哭。社交欲望一直都有 爱和哥哥玩 昨天哥哥拿挖挖机打了他下 他居然哭着告状 ‘哥哥打77’然后自己又拿手打了哥哥一下 让我哭笑不得",0,"两岁 五个 月 零 2 天   
 宝贝 慢慢 长大   很多 时候 我 都 很 害怕   原来 是 盼望着 他 快快 长大   现在 多 希望 时间 能 慢点   怕 长大 有太多 不可 预料 的 事情 发生   没有 办法 啊 。 还是 只能 一味 向前 冲   
 最近 主动 语言 太多 了   我 甚至 都 一一记 不 下来   例如 看见 我 和 他 爸爸 的 照片 在 亲亲 会 说   ‘ 爸爸 亲亲 妈妈 ’   使点 小口 什么 的 更 平常 不过 了 。 说 去 找 某某某 玩   他 能 马上 说出 ‘ 哥哥 ’ 确实 是 他 哥哥 的 名字   
 如今 最大 问题 依旧 是 理解 还有 情绪 问题   不 满足 就 爱哭 。 社交 欲望 一直 都 有   爱 和 哥哥 玩   昨天 哥哥 拿 挖 挖机 打 了 他 下   他 居然 哭 着 告状   ‘ 哥哥 打 77 ’ 然后 自己 又 拿手 打 了 哥哥 一下   让 我 哭笑不得",两岁 五个 月 零 天 宝贝 慢慢 长大 害怕 盼望着 快快 长大 希望 时间 慢点 长大 有太多 预料 事情 发生 办法 只能 一味 向前 主动 语言 太多 一一记 爸爸 照片 亲亲 说 爸爸 亲亲 妈妈 使点 小口 平常 说 找 某某某 玩 说出 哥哥 确实 哥哥 名字 依旧 理解 情绪 爱哭 社交 欲望 爱 哥哥 玩 昨天 哥哥 挖 挖机 哭 告状 哥哥 拿手 哥哥 哭笑不得
Post59551,124605000000.0,楼主是怎么教小孩出门要拉手，不能自己乱跑的,0,楼主 是 怎么 教 小孩 出门 要 拉手 ， 不能自己 乱跑 的,楼主 教 小孩 出门 拉手 不能自己 乱跑
Post59563,124608000000.0,我家孩子也是会喊错爸妈，指认不会错，其他都可以。眼神很好，大人说话会一直盯着看，会跟小朋友玩，就这喊错爸妈我很发愁，最近能喊对了，可是看见跟爸爸差不多的陌生人也喊爸爸！看见老人喊爷爷奶奶！,0,我家 孩子 也 是 会 喊 错 爸妈 ， 指认 不会错 ， 其他 都 可以 。 眼神 很 好 ， 大人 说话 会 一直 盯 着 看 ， 会 跟 小朋友 玩 ， 就 这 喊 错 爸妈 我 很 发愁 ， 最近 能 喊 对 了 ， 可是 看见 跟 爸爸 差不多 的 陌生人 也 喊 爸爸 ！ 看见 老人 喊 爷爷奶奶 ！,我家 孩子 喊 错 爸妈 指认 不会错 眼神 大人 说话 盯 小朋友 玩 喊 错 爸妈 发愁 喊 爸爸 陌生人 喊 爸爸 老人 喊 爷爷奶奶
Post59588,124614000000.0,发育迟缓，好在还小，多加努力，认知理解加强，否则以后也是不容乐观，,0,发育 迟缓 ， 好 在 还 小 ， 多加 努力 ， 认知 理解 加强 ， 否则 以后 也 是 不容乐观 ，,发育 迟缓 多加 努力 认知 理解 不容乐观
Post59620,124617000000.0,我家宝宝现在快两周八个月了，前几天去检查医生说是有自闭症。没抽血化验，也没做磁共振。(这些都是医生让做的，还没做)我的孩子符合自闭症所有症状：喜欢用脚尖走路，喜欢转圈，喜欢圆的东西，会转的东西想电风扇，电梯，车轱辘想要什么东西就自己过去拿，或者把我们拉过去给他拿。从来没有语言交流，叫他他也没反应。鹦鹉学舌，说哈喽，就不停的说，让他扔垃圾娃也能扔到垃圾桶里。家里人都崩溃了，不知道该怎么办，求助有经验的朋友。,0,我家 宝宝 现在 快 两周 八个 月 了 ， 前 几天 去 检查 医生 说 是 有 自闭症 。 没 抽血 化验 ， 也 没 做 磁共振 。 ( 这些 都 是 医生 让 做 的 ， 还 没 做 ) 我 的 孩子 符合 自闭症 所有 症状 ： 喜欢 用 脚尖 走路 ， 喜欢 转圈 ， 喜欢 圆 的 东西 ， 会转 的 东西 想 电风扇 ， 电梯 ， 车轱辘 想要 什么 东西 就 自己 过去 拿 ， 或者 把 我们 拉 过去 给 他 拿 。 从来 没有 语言 交流 ， 叫 他 他 也 没 反应 。 鹦鹉学舌 ， 说 哈 喽 ， 就 不停 的 说 ， 让 他 扔 垃圾 娃 也 能 扔 到 垃圾桶 里 。 家里人 都 崩溃 了 ， 不 知道 该 怎么办 ， 求助 有 经验 的 朋友 。,我家 宝宝 两周 八个 月 前 几天 检查 医生 说 自闭症 抽血 化验 做 磁共振 医生 做 做 孩子 符合 自闭症 症状 喜欢 脚尖 走路 喜欢 转圈 喜欢 圆 东西 会转 东西 想 电风扇 电梯 车轱辘 想要 东西 拉 语言 交流 鹦鹉学舌 说 不停 说 扔 垃圾 娃 扔 垃圾桶 里 家里人 崩溃 求助 经验 朋友
Post59669,124625000000.0,淼淼还一直在去机构上课吗,0,淼 淼 还 一直 在 去 机构 上课 吗,淼 淼 机构 上课
Post59685,124628000000.0,禁食一个月了，不知道现在宝宝营养跟上了没有，体重没增加，要去做个微量元素检查才好。,3,禁食 一个月 了 ， 不 知道 现在 宝宝 营养 跟上 了 没有 ， 体重 没 增加 ， 要 去 做 个 微量元素 检查 才 好 。,禁食 一个月 宝宝 营养 跟上 体重 增加 做 微量元素 检查
Post59687,124629000000.0,楼主，能不能大概讲一下大概得干预方法，也算是照顾我们这些因为各种原因无法去贵医院治疗的不幸家庭,0,楼主 ， 能 不能 大概 讲 一下 大概 得 干预 方法 ， 也 算是 照顾 我们 这些 因为 各种 原因 无法 去 贵 医院 治疗 的 不幸 家庭,楼主 讲 干预 方法 算是 照顾 原因 贵 医院 治疗 不幸 家庭
Post59703,124631000000.0,我家孩子上的是一对一课程，每周一有一次集体课是每个老师带着自己负责的孩子大家一块做游戏跳舞学儿歌之类的,0,我家 孩子 上 的 是 一对一 课程 ， 每周 一有 一次 集体 课是 每个 老师 带 着 自己 负责 的 孩子 大家 一块 做 游戏 跳舞 学 儿歌 之类 的,我家 孩子 一对一 课程 每周 一有 集体 课是 老师 负责 孩子 一块 做 游戏 跳舞 学 儿歌
Post59731,124635000000.0,宝宝现在什么逗会说，整体也不停的说。会把自己说的都描述出来。比如大卡车，月亮 ，红色小汽车呢？但还是缺乏一来一回的对话。比如你问他苹果好吃吗？他只会重复一遍好吃吗？ 你问他去游乐场好不好？他也只会重复 好不好？这个要怎么教呢？,0,宝宝 现在 什么 逗会 说 ， 整体 也 不停 的 说 。 会 把 自己 说 的 都 描述 出来 。 比如 大卡车 ， 月亮   ， 红色 小汽车 呢 ？ 但 还是 缺乏 一来 一回 的 对话 。 比如 你 问 他 苹果 好吃 吗 ？ 他 只会 重复 一遍 好吃 吗 ？   你 问 他 去 游乐场 好不好 ？ 他 也 只会 重复   好不好 ？ 这个 要 怎么 教 呢 ？,宝宝 逗会 说 整体 不停 说 说 描述 大卡车 月亮 红色 小汽车 缺乏 一回 对话 问 苹果 好吃 只会 重复 一遍 好吃 问 游乐场 好不好 只会 重复 好不好 教
Post59754,124638000000.0,语言没有进步，但是心智有点提高了，会用尿遁来逃避喝药，穿上溜冰鞋，吃饭都不让脱，带着小马宝莉的头盔跩的不能行。,0,语言 没有 进步 ， 但是 心智 有点 提高 了 ， 会用 尿 遁 来 逃避 喝药 ， 穿 上 溜冰鞋 ， 吃饭 都 不让 脱 ， 带 着 小马 宝莉 的 头盔 跩 的 不能 行 。,语言 心智 提高 会用 尿 遁 逃避 喝药 穿 溜冰鞋 吃饭 不让 脱 小马 宝莉 头盔 跩 行
Post59806,124646000000.0,楼主，什么是影响孩子感官？,0,楼主 ， 什么 是 影响 孩子 感官 ？,楼主 影响 孩子 感官
Post59825,124649000000.0,不靠谱，还是多学学干预吧,0,不靠 谱 ， 还是 多 学学 干预 吧,不靠 谱 学学 干预
Post59956,124665000000.0,对视之前不超3秒，现在几乎正常了，晚上惹我生气了还知道看脸色躲眼神了,0,对视 之前 不超 3 秒 ， 现在 几乎 正常 了 ， 晚上 惹 我 生气 了 还 知道 看 脸色 躲 眼神 了,对视 不超 秒 晚上 惹 生气 脸色 躲 眼神
Post59967,124667000000.0,有南宁的朋友吗，自闭症儿去哪里干预比较好呢？,0,有 南宁 的 朋友 吗 ， 自闭症 儿去 哪里 干预 比较 好 呢 ？,南宁 朋友 自闭症 儿去 干预
Post60029,124676000000.0,我家现在两周，一个字不会说，不会指物，教了一个礼拜，现在要什么你拿在手上的时候会用手指，会听懂拿鞋，给爸爸妈妈，亲亲，抱，垃圾桶拜拜再见这些简单的，别的就完了，啥也不会，你当时怎么教的，而且他出门就自己跑,0,我家 现在 两周 ， 一个 字 不会 说 ， 不会 指物 ， 教 了 一个 礼拜 ， 现在 要 什么 你 拿在手上 的 时候 会 用 手指 ， 会 听懂 拿鞋 ， 给 爸爸妈妈 ， 亲亲 ， 抱 ， 垃圾桶 拜拜 再见 这些 简单 的 ， 别的 就 完 了 ， 啥 也 不会 ， 你 当时 怎么 教 的 ， 而且 他 出门 就 自己 跑,我家 两周 字 说 指物 教 礼拜 拿在手上 手指 听懂 拿鞋 爸爸妈妈 亲亲 抱 垃圾桶 拜拜 再见 简单 完 教 出门 跑
Post60034,124676000000.0,我家两岁半，情况几乎一样啊,0,我家 两岁半 ， 情况 几乎 一样 啊,我家 两岁半 情况
Post60040,124676000000.0,南脑的超早干预非常有名，全国都是排前三的。,1,南脑 的 超早 干预 非常 有名 ， 全国 都 是 排前 三 的 。,南脑 超早 干预 有名 全国 排前 三
Post60043,124677000000.0,自顶,0,自顶,自顶
Post60067,124679000000.0,谁推荐两个不太贵一天吃一次就行的益生菌，孩子不喜欢吃药，一天三次太费劲,0,谁 推荐 两个 不 太贵 一天 吃 一次 就行 的 益生菌 ， 孩子 不 喜欢 吃药 ， 一天 三次 太 费劲,推荐 两个 太贵 吃 就行 益生菌 孩子 喜欢 吃药 三次 太 费劲
